year,name,position,heightinchestotal,weight,fortyyd,twentyss,vertical,broad,bench
2008,Leodis McKelvin,CB,70,190,4.38,4.1,33.5,121,17
2008,Justin McKinney,CB,70,188,4.53,0,29.5,109,11
2008,Kalvin McRae,RB,69,203,4.69,0,25.5,109,0
2008,Rashard Mendenhall,RB,70,225,4.41,4.18,33.5,117,26
2008,Antwaun Molden,CB,73,198,4.39,4.14,37.5,129,23
2008,Marcus Monk,WR,76,222,4.56,4.3,34.5,119,9
2008,Dre Moore,DT,76,305,4.84,4.55,28,105,31
2008,Evan Moore,TE,78,233,4.74,4.43,27,110,16
2008,Kenneth Moore,WR,71,195,4.47,4.3,28,120,0
2008,Anthony Morelli,QB,76,231,5.07,4.6,26.5,108,16
2008,DaJuan Morgan,FS,73,205,4.5,4.41,33,119,21
2008,Bernard Morris,QB,75,223,4.68,0,24.5,109,18
2008,Shawn Murphy,OG,76,320,5.38,4.89,21.5,100,29
2008,Jordy Nelson,WR,75,217,4.51,4.35,31,123,0
2008,Carl Nicks,OT,77,341,5.22,4.68,25.5,109,31
2008,Kevin OConnell,QB,77,225,4.61,4.38,31,113,0
2008,Steve Octavien,OLB,73,238,4.67,0,29.5,118,26
2008,Frank Okam,DT,77,347,5.32,4.95,23,104,32
2008,Xavier Omon,RB,71,228,4.52,0,31,112,17
2008,Chase Ortiz,DE,74,249,4.9,4.23,29.5,108,24
2008,Jeff Otah,OT,78,322,5.55,0,22.5,102,27
2008,D.J. Parker,FS,71,192,4.59,4.44,29,111,19
2008,Jalen Parmele,RB,73,224,4.47,4.29,34,125,19
2008,Kenny Phillips,FS,74,212,4.48,4.27,32.5,121,19
2008,Mike Pollak,OC,76,301,4.99,4.47,25,110,29
2008,Tyler Polumbus,OT,80,312,5.3,4.86,26,112,24
2008,Tracy Porter,CB,71,188,4.37,4.07,34,123,18
2008,Carlton Powell,DT,74,292,5.1,4.87,22.5,108,23
2008,DeMario Pressley,DT,75,301,5.09,0,25.5,100,28
2008,Chilo Rachal,OG,77,315,5.16,5.14,25.5,108,28
2008,Drew Radovich,OG,77,301,5.33,4.53,23,108,21
2008,Darius Reynaud,WR,69,201,4.48,4.32,34.5,130,20
2008,Ray Rice,RB,68,199,4.42,4.2,31.5,119,23
2008,Jamey Richard,OC,77,295,5.22,4.69,26.5,107,22
2008,Barry Richardson,OT,79,320,5.45,5.16,25.5,100,24
2008,Matterral Richardson,CB,71,194,4.64,4.36,0,114,14
2008,Chad Rinehart,OG,77,320,5.42,4.56,28.5,106,26
2008,Jason Rivers,WR,73,200,4.59,4.32,30,118,0
2008,David Roach,FS,73,210,4.53,4.15,38,123,16
2008,Kevin Robinson,WR,73,202,4.69,4.77,27.5,115,0
2008,Will Robinson,OT,77,297,5.23,0,19.5,0,22
2008,Dominique Rodgers-Cromartie,CB,74,184,4.29,4.17,38.5,131,17
2008,Eddie Royal,WR,70,184,4.39,4.34,36,124,24
2008,Ahtyba Rubin,DT,75,315,5.2,5,28,106,35
2008,Matt Ryan,QB,77,228,4.89,4.51,0,0,0
2008,Tom Santi,TE,76,250,4.8,4.27,36,121,14
2008,Dantrell Savage,RB,68,187,4.53,0,32.5,117,13
2008,Orlando Scandrick,CB,70,192,4.32,0,33.5,125,0
2008,Owen Schmitt,FB,74,247,4.73,0,0,0,26
2008,Roy Schuening,OG,76,306,5.29,0,25,0,26
2008,Geoff Schwartz,OT,78,332,5.36,4.79,20.5,98,0
2008,Arman Shields,WR,73,194,4.37,3.96,37.5,128,19
2008,Jamie Silva,SS,71,204,4.78,0,31.5,112,0
2008,Chad Simpson,RB,69,216,4.4,0,32.5,124,0
2008,Jerome Simpson,WR,74,199,4.42,4.52,37.5,136,0
2008,Pat Sims,DT,74,310,5.06,0,27,0,20
2008,Steve Slaton,RB,69,197,4.45,0,33.5,118,19
2008,Bryan Smith,OLB,75,231,4.74,4.4,32.5,120,17
2008,Dorian Smith,DE,74,264,5.06,4.73,27.5,105,24
2008,Kevin Smith,RB,73,217,4.53,4.49,32,120,0
2008,Marcus Smith,WR,74,221,4.51,4.42,26.5,111,20
2008,Paul Smith,QB,73,208,4.95,4.29,26.5,111,0
2008,Taj Smith,WR,73,187,4.59,4.5,35,119,0
2008,Matt Spanos,OC,77,317,5.47,4.92,22.5,104,0
2008,Craig Stevens,TE,75,254,4.59,4.31,27.5,114,27
2008,Carl Stewart,FB,73,230,4.66,4.5,39,134,30
2008,Jonathan Stewart,RB,70,235,4.46,0,36.5,128,28
2008,Darrell Strong,TE,76,268,4.78,4.36,25,110,17
2008,John Sullivan,OC,76,301,5.35,4.55,30,103,21
2008,Brandon Sumrall,CB,70,195,4.6,4.1,30.5,123,0
2008,Limas Sweed,WR,76,215,4.48,0,35,0,0
2008,Adam Tafralis,QB,73,221,4.78,4.33,32,108,0
2008,Aqib Talib,CB,73,202,4.44,4.25,38,131,10
2008,Jacob Tamme,TE,76,236,4.58,4.27,30,109,18
2008,Darnell Terrell,CB,74,203,4.46,0,34,125,15
2008,Devin Thomas,WR,74,215,4.4,4.26,28,126,0
2008,Donald Thomas,OG,76,303,5,4.78,24.5,100,28
2008,Marcus Thomas,RB,73,213,4.59,0,30,116,21
2008,Terrell Thomas,CB,73,202,4.45,0,30.5,123,14
2008,Jeremy Thompson,DE,77,264,4.75,4.23,32,117,25
2008,Ryan Torain,RB,73,222,4.61,0,34,120,21
2008,DeJuan Tribble,CB,69,189,4.59,0,32,114,13
2008,Justin Tryon,CB,69,190,4.42,4.28,32.5,119,21
2008,Mario Urrutia,WR,78,232,4.59,4.44,30,115,0
2008,Marcus Walker,CB,71,191,4.46,4.1,35.5,122,0
2008,Cody Wallace,OC,76,296,5.3,4.55,30.5,113,26
2008,Nehemiah Warrick,FS,73,211,4.51,4.09,29.5,119,16
2008,Nick Watkins,OLB,73,223,4.77,4.72,25,108,17
2008,Terrence Wheatley,CB,70,187,4.37,4.2,36.5,128,17
2008,Philip Wheeler,ILB,74,248,4.76,4.29,31,118,24
2008,Jonathan Wilhite,CB,70,185,4.38,0,33.5,119,20
2008,Chris Williams,OT,78,315,5.13,4.85,25,103,21
2008,Jack Williams,CB,69,186,4.43,0,35.5,121,19
2008,Thomas Williams,ILB,73,238,4.86,0,29.5,113,26
2008,Trae Williams,CB,69,193,4.51,0,29.5,110,0
2008,D.J. Wolfe,SS,71,207,4.61,4.32,28,112,0
2008,Danny Woodhead,RB,67.5,197,4.38,4.2,38,121,20
2008,Wesley Woodyard,OLB,73,227,4.51,4.25,30,118,0
2008,Kyle Wright,QB,76,218,4.85,4.32,25.5,105,0
2008,Tom Zbikowski,SS,71,211,4.44,0,0,0,24
2008,Jonathan Zenon,CB,73,191,4.48,0,33,0,0
2008,Jeremy Zuttah,OT,76,303,4.99,4.54,26.5,107,35
2007,Jon Abbate,ILB,70,231,5,4.33,38.5,115,26
2007,Victor Abiamiri,DE,76,267,4.8,0,0,0,25
2007,Gaines Adams,DE,77,258,4.64,4.36,35,119,0
2007,CJ Ah You,DE,76,274,4.7,4.4,36.5,108,26
2007,Gerald Alexander,FS,73,210,4.51,4.21,41,124,15
2007,Rufus Alexander,OLB,73,228,4.79,4.3,35,117,25
2007,Jay Alford,DT,76,304,5.17,4.83,25.5,103,0
2007,Michael Allan,TE,78,255,4.71,4.52,36,123,19
2007,Andy Alleman,OG,76,305,5.07,4.65,30,106,27
2007,Aundrae Allison,WR,73,198,4.39,4.25,37,127,0
2007,Cory Anderson,FB,74,247,4.7,4.35,37,115,19
2007,Deon Anderson,FB,71,243,4.73,4.43,33,114,23
2007,Antwan Applewhite,DE,75,250,4.73,4.36,35,115,25
2007,Anthony Arline,CB,74,199,4.43,4.46,34.5,124,12
2007,Baraka Atkins,DE,77,271,4.69,0,33,111,22
2007,Travarous Bain,CB,73,182,4.43,0,0,0,10
2007,Dallas Baker,WR,75,208,4.53,4.19,36,129,14
2007,Allen Barbre,OT,76,300,4.84,4.63,32,105,28
2007,Antwan Barnes,DE,73,240,4.43,4.32,35,122,31
2007,Dan Bazuin,DE,75,266,4.77,4.75,30,109,25
2007,Jon Beason,OLB,73,237,4.72,0,0,111,19
2007,John Beck,QB,74,215,4.75,4.17,29.5,111,0
2007,Josh Beekman,OG,74,313,5.36,4.81,25.5,93,24
2007,Fred Bennett,CB,73,196,4.46,4.3,38.5,123,17
2007,Nathan Bennett,OG,77,316,5.34,5.04,26.5,87,34
2007,Larry Birdine,DE,76,261,5.02,4.76,32,107,21
2007,Desmond Bishop,ILB,74,239,4.78,0,0,0,33
2007,Quincy Black,OLB,74,240,4.42,4.34,41.5,124,24
2007,Justin Blalock,OG,75,320,5.1,4.72,28.5,101,40
2007,Lorenzo Booker,RB,71,191,4.46,0,35.5,121,26
2007,Kevin Boss,TE,79,252,4.78,4.41,35,116,0
2007,Dwayne Bowe,WR,74,221,4.51,4.35,33,125,0
2007,Tyron Brackenridge,CB,73,189,4.67,0,0,0,0
2007,Stewart Bradley,OLB,76,254,4.72,4.17,35.5,112,28
2007,Ahmad Bradshaw,RB,70,198,4.55,4.09,34,112,0
2007,Alan Branch,DT,78,324,5.07,0,27.5,107,33
2007,Steve Breaston,WR,73,193,4.46,4.29,33,124,0
2007,Larry Brown,DT,75,297,5.2,4.81,27,108,22
2007,Levi Brown,OT,78,323,5.4,4.89,25.5,97,31
2007,Tarell Brown,CB,71,190,4.45,4.37,33.5,111,17
2007,Mkristo Bruce,DE,78,268,5,4.8,29,106,21
2007,Eldra Buckley,RB,70,202,4.56,4.43,35.5,120,14
2007,Noland Burchette,DE,74,259,4.73,0,0,0,15
2007,Prescott Burgess,OLB,76,240,4.82,4.31,32.5,106,19
2007,Adam Carriker,DE,78,296,4.9,4.18,33.5,110,33
2007,Scott Chandler,TE,79,270,4.78,4.32,30,111,16
2007,Jeremy Clark,DT,75,309,5.02,4.82,29,104,29
2007,Thomas Clayton,RB,70,218,4.63,0,36.5,121,23
2007,David Clowney,WR,73,188,4.36,4.15,32.5,123,0
2007,Daniel Coats,TE,75,257,4.94,4.43,30,111,34
2007,Michael Coe,CB,73,190,4.53,4.31,35,122,17
2007,Joe Cohen,DT,75,313,5.1,0,26,0,34
2007,Alonzo Coleman,RB,70,207,4.49,0,0,120,27
2007,Duane Coleman,CB,70,199,4.57,4.51,35.5,120,18
2007,Jemalle Cornelius,WR,71,184,4.57,4.3,34.5,123,0
2007,Jon Cornish,RB,73,206,4.62,0,34,118,0
2007,Tim Crowder,DE,76,272,4.69,4.32,30.5,111,32
2007,Quinton Culberson,OLB,73,236,4.77,0,29.5,113,18
2007,Craig Dahl,SS,74,216,4.55,4.26,35,122,17
2007,Jessie Daniels,SS,71,216,4.54,0,0,0,25
2007,Kenneth Darby,RB,71,211,4.75,4.53,30,108,19
2007,Doug Datish,OC,76,302,5.13,4.65,26,102,31
2007,Buster Davis,ILB,70,239,4.64,4.37,31,104,24
2007,Chris Davis,WR,70,181,4.5,4.14,35.5,115,0
2007,Victor DeGrate,DE,75,249,4.77,0,0,0,19
2007,Chris Denman,OT,79,315,5.62,4.92,27.5,97,21
2007,Zak DeOssie,ILB,77,250,4.58,4.22,34.5,122,26
2007,Tim Duckworth,OG,75,306,5.42,4.78,25,94,20
2007,Justin Durant,ILB,73,230,4.51,4.09,36,121,25
2007,Quintin Echols,DT,73,328,5.4,0,0,0,25
2007,Trent Edwards,QB,76,231,4.76,4.46,0,0,19
2007,Earl Everett,OLB,75,238,4.73,0,32,113,19
2007,Aaron Fairooz,WR,78,209,4.49,4.27,36,125,0
2007,Yamon Figurs,WR,71,174,4.3,4.21,0,123,0
2007,Joel Filani,WR,74,211,4.57,0,32.5,117,17
2007,Jacob Ford,DE,76,249,4.65,0,0,0,19
2007,Eric Frampton,SS,71,204,4.61,4.17,34.5,122,10
2007,Doug Free,OT,78,324,5.19,4.53,30,111,22
2007,Dustin Fry,OC,75,315,5.28,0,0,0,34
2007,Brandon Frye,OT,76,301,5.08,4.4,32.5,103,34
2007,C.J. Gaddis,FS,73,203,4.45,4.3,36.5,121,20
2007,Josh Gattis,FS,73,206,4.51,4.27,34.5,121,22
2007,Luke Getsy,QB,75,222,4.96,4.46,32.5,106,0
2007,Dashon Goldson,FS,74,205,4.6,4.46,34.5,115,12
2007,Anthony Gonzalez,WR,73,193,4.44,4.08,38,123,16
2007,Michael Griffin,SS,73,202,4.45,4.1,36,120,16
2007,Ben Grubbs,OG,75,311,5.18,4.72,26.5,103,29
2007,Matt Gutierrez,QB,76,232,5,4.28,29.5,108,0
2007,Gabe Hall,OT,76,313,4.91,4.68,29,104,22
2007,KaMichael Hall,OLB,73,228,4.77,4.62,33,111,0
2007,Leon Hall,CB,71,193,4.39,4.07,37.5,125,15
2007,Jonny Harline,TE,76,248,4.84,4.68,28.5,106,15
2007,Justin Harrell,DT,77,300,5.04,4.79,30.5,108,24
2007,Clark Harris,TE,78,261,4.8,4.4,32,112,21
2007,David Harris,ILB,74,243,4.59,4.29,33,107,23
2007,Leroy Harris,OC,75,302,5.35,4.8,24.5,96,29
2007,Nate Harris,OLB,73,230,4.6,4.52,32,107,26
2007,Ryan Harris,OT,77,305,5.09,4.52,25.5,100,22
2007,Mario Henderson,OT,79,302,5.11,4.87,28.5,109,20
2007,Chris Henry,RB,71,230,4.4,4.16,36,127,26
2007,Stephon Heyer,OT,79,334,5.59,0,0,94,30
2007,Justin Hickman,OLB,74,254,4.75,4.43,29.5,115,23
2007,Jarrett Hicks,WR,75,210,4.67,0,34.5,120,0
2007,JohnnieLee Higgins,WR,73,186,4.48,4.32,36.5,122,0
2007,Jason Hill,WR,73,204,4.32,4.22,37,123,11
2007,Corey Hilliard,OT,77,308,5.29,4.65,27,106,28
2007,Johnathan Holland,WR,73,195,4.45,4.4,35.5,120,15
2007,Chris Houston,CB,70,185,4.32,4.12,36,122,27
2007,Daymeion Hughes,CB,70,190,4.65,4.43,28.5,114,16
2007,Nate Ilaoa,RB,69,245,4.77,4.42,30,103,25
2007,David Irons,CB,70,190,4.44,4.3,29.5,111,11
2007,Kenny Irons,RB,71,203,4.45,4.17,38,123,0
2007,Brandon Jackson,RB,70,210,4.54,4.14,37,122,21
2007,Keith Jackson,DT,73,305,5.05,4.56,30,0,33
2007,Tanard Jackson,FS,73,200,4.52,4.28,32.5,121,12
2007,Xzavie Jackson,DE,75,278,4.92,0,33,110,18
2007,Drisan James,WR,73,193,4.52,4.39,39,126,14
2007,Antonio Johnson,DT,75,310,5.15,4.49,29,108,28
2007,Calvin Johnson,WR,77,239,4.35,0,42.5,139,0
2007,Charles Johnson,DE,74,270,4.84,0,34,118,33
2007,Chase Johnson,OT,81,330,5.41,4.7,27,91,0
2007,Michael Johnson,SS,75,205,4.62,4.32,33,114,15
2007,Rory Johnson,OLB,73,232,4.59,4.07,38,116,19
2007,Jacoby Jones,WR,75,210,4.5,4.31,34,129,0
2007,James Jones,WR,73,207,4.54,4.2,34,119,22
2007,Mike Jones,OG,77,309,5.46,4.88,25.5,98,28
2007,Ryan Kalil,OC,75,299,4.96,4.34,26,104,34
2007,Adam Koets,OT,77,298,5.08,4.47,32,106,20
2007,Kevin Kolb,QB,75,218,4.85,4.44,32.5,112,0
2007,Toby Korrodi,QB,76,234,5.37,4.64,25,91,0
2007,LaRon Landry,FS,73,213,4.35,0,37.5,123,0
2007,Zach Latimer,ILB,74,237,4.78,4.45,34,109,19
2007,Chris Leak,QB,73,209,4.74,4.41,32.5,113,0
2007,Brian Leonard,RB,74,226,4.52,4.22,34.5,122,28
2007,Reggie Lewis,CB,70,204,4.54,0,34,119,14
2007,Enoka Lucas,OC,75,303,5.46,4.84,27.5,104,34
2007,Marshawn Lynch,RB,71,215,4.46,4.58,35.5,125,20
2007,Palauni Ma Sun,OG,77,319,5.86,5.01,24.5,91,22
2007,James Marten,OT,80,309,5.08,4.54,30.5,100,0
2007,Ryan McBean,DT,77,286,4.98,4.46,28,108,27
2007,Trumaine McBride,CB,69,185,4.57,4.32,34.5,122,14
2007,Turk McBride,DT,75,277,4.81,4.12,31,108,27
2007,Marcus McCauley,CB,73,203,4.39,4.17,36,129,17
2007,LeRon McClain,FB,73,256,4.85,4.47,29.5,113,14
2007,Marquay McDaniel,WR,71,205,4.52,4.35,33.5,114,19
2007,Brandon McDonald,CB,71,181,4.58,4.76,33,118,17
2007,Robert Meachem,WR,74,214,4.39,4.31,37.5,121,0
2007,Brandon Mebane,DT,73,309,5.15,4.65,24,106,24
2007,Brandon Meriweather,FS,71,195,4.47,4.33,35,111,11
2007,Zach Miller,TE,77,256,4.87,4.42,34,115,0
2007,Martrez Milner,TE,76,252,4.79,4.49,34,117,19
2007,Marvin Mitchell,ILB,75,249,4.87,4.25,32,108,22
2007,Jay Moore,DE,77,274,4.92,4.35,34,118,26
2007,Ryan Moore,WR,74,217,4.54,4.35,32,110,0
2007,Drew Mormino,OC,75,299,5.32,4.53,28,105,27
2007,Quentin Moses,DE,77,261,4.82,4.53,32,115,17
2007,Jarvis Moss,DE,79,250,4.7,0,30.5,120,16
2007,Tyrone Moss,RB,69,231,4.75,4.56,31,106,16
2007,Dan Mozes,OC,75,293,5.35,4.84,25.5,101,28
2007,Legedu Naanee,WR,74,225,4.41,0,40,119,19
2007,Chinedum Ndukwe,FS,74,206,4.49,0,37.5,0,15
2007,J.D. Nelson,FS,73,207,4.83,4.53,32.5,111,0
2007,Reggie Nelson,FS,73,198,4.48,0,34.5,0,0
2007,Joe Newton,TE,79,257,4.89,4.57,31,109,20
2007,Syvelle Newton,WR,73,218,4.64,0,0,0,20
2007,Stephen Nicholas,OLB,74,232,4.64,4.45,33.5,110,29
2007,Chad Nkang,SS,73,220,4.52,4.34,36.5,118,23
2007,Uche Nwaneri,OG,75,325,5.37,0,0,0,24
2007,Amobi Okoye,DT,74,302,5.07,0,30,111,29
2007,Michael Okwo,ILB,73,232,4.7,4.43,35.5,121,20
2007,Sam Olajubutu,OLB,69,227,4.77,4.34,34.5,118,24
2007,Greg Olsen,TE,78,254,4.51,4.48,35.5,114,23
2007,Mike Otto,OT,78,308,5.2,4.67,26.5,105,20
2007,Tyler Palko,QB,74,215,4.83,4.36,31.5,112,0
2007,Jordan Palmer,QB,78,231,4.98,4.58,30.5,104,0
2007,Marcus Paschal,FS,73,201,4.59,4.72,33,0,15
2007,Ben Patrick,TE,75,252,4.74,4.31,34.5,111,0
2007,David Patterson,DT,74,285,5.1,4.43,32.5,118,21
2007,Kevin Payne,FS,73,220,4.6,4.3,35,106,20
2007,Leonard Peters,FS,73,210,4.8,0,32.5,110,21
2007,Adrian Peterson,RB,74,217,4.4,4.4,38.5,127,0
2007,Blair Phillips,ILB,73,243,4.84,4.48,30.5,106,23
2007,James Pinkney,QB,75,208,4.79,4.49,34,112,0
2007,Sabby Piscitelli,SS,75,224,4.47,3.9,34.5,122,19
2007,Quinn Pitcock,DT,75,299,4.93,0,34,112,0
2007,Antonio Pittman,RB,71,207,4.4,4.16,35.5,123,16
2007,Paul Posluszny,OLB,74,238,4.7,4.2,37,116,22
2007,Anthony Pudewell,TE,76,250,5.07,4.41,25.5,101,15
2007,Brady Quinn,QB,75,232,4.73,0,0,0,24
2007,Jerard Rabb,WR,75,201,4.58,4.19,36.5,125,0
2007,Manuel Ramirez,OG,75,326,5.24,0,0,0,40
2007,Sidney Rice,WR,76,200,4.51,4.34,39.5,119,0
2007,Jay Richardson,DE,78,279,5,4.54,33,112,20
2007,Gijon Robinson,FB,73,255,4.71,4.43,33,116,21
2007,Laurent Robinson,WR,74,199,4.38,4.28,39,127,19
2007,Ryne Robinson,WR,69,179,4.47,4.21,35,123,0
2007,Brian Robison,DE,75,259,4.67,4.26,40.5,121,27
2007,Dante Rosario,TE,75,244,4.78,4.47,36,115,20
2007,Aaron Ross,CB,73,193,4.44,4.15,34,118,17
2007,Aaron Rouse,SS,76,223,4.58,0,35,0,16
2007,Jeff Rowe,QB,77,226,4.91,4.15,29.5,114,0
2007,Gary Russell,RB,71,229,4.77,4.54,31.5,113,9
2007,JaMarcus Russell,QB,78,265,4.83,0,0,0,0
2007,Clifton Ryan,DT,74,305,5.12,4.69,26.5,102,25
2007,Dan Santucci,OG,76,301,5.13,4.74,29,102,23
2007,Dallas Sartz,OLB,77,237,4.71,4.13,33.5,111,20
2007,Samson Satele,OC,75,300,5.24,4.29,33,101,25
2007,Derek Schouman,FB,74,247,4.74,4.27,37.5,122,27
2007,Kenny Scott,CB,73,179,4.39,0,40,127,10
2007,Ken Shackleford,OT,77,322,5.3,5.05,24.5,102,28
2007,Brandon Sharp,FS,70,194,4.58,0,37.5,0,18
2007,Tim Shaw,OLB,74,236,4.51,4.12,36.5,116,26
2007,Brandon Siler,ILB,74,241,4.62,0,30.5,109,0
2007,Juwan Simpson,OLB,75,225,4.55,4.42,34.5,123,15
2007,Bo Smith,CB,70,193,4.44,0,0,0,14
2007,Kelvin Smith,ILB,74,240,4.8,4.42,32,110,26
2007,Kolby Smith,RB,71,220,4.5,4.34,38,114,18
2007,Ryan Smith,CB,70,174,4.51,0,0,0,11
2007,Steve Smith,WR,73,197,4.44,4.19,38,120,0
2007,Jason Snelling,FB,71,230,4.79,4.38,30,111,0
2007,Paul Soliai,DT,76,344,5.1,4.69,29.5,103,0
2007,Anthony Spencer,DE,75,261,4.7,4.43,32.5,112,30
2007,Joe Staley,OT,78,306,4.78,0,0,0,27
2007,Drew Stanton,QB,75,226,4.75,4.41,30.5,108,0
2007,Cameron Stephenson,OG,75,306,5.4,4.81,28.5,101,34
2007,Scott Stephenson,OC,75,297,5.2,4.57,29.5,99,21
2007,Syndric Steptoe,WR,69,194,4.59,0,33,0,17
2007,John Stocco,QB,74,207,5.08,4.6,27,104,0
2007,Daren Stone,SS,75,218,4.58,4.44,39,132,13
2007,Chansi Stuckey,WR,71,197,4.56,4.14,35,120,0
2007,Kasey Studdard,OG,75,303,5.18,0,0,0,32
2007,Jayson Swain,WR,73,212,4.63,0,33,0,0
2007,Josh Swogger,QB,77,237,5.12,4.76,28.5,107,0
2007,Courtney Taylor,WR,74,204,4.5,4.28,36,122,0
2007,Herb Taylor,OT,76,296,5.19,4.64,27,100,26
2007,Ramonce Taylor,RB,70,195,4.5,4.23,34,125,0
2007,Tony Taylor,OLB,73,236,4.92,4.36,32,108,26
2007,Zac Taylor,QB,75,216,5.06,4.6,30.5,110,0
2007,Joe Thomas,OT,79,311,4.92,4.88,33,110,28
2007,Marcus Thomas,DT,75,314,5.18,0,0,0,27
2007,Lawrence Timmons,OLB,73,234,4.66,4.32,35,123,25
2007,Matt Toeaina,DT,74,307,5.1,0,0,0,26
2007,Matt Trannon,WR,78,216,4.57,4.34,36.5,118,13
2007,Tank Tyler,DT,74,306,5.18,0,28.5,0,42
2007,Tony Ugoh,OT,77,301,5.06,0,32.5,117,32
2007,Dane Uperesa,OT,77,309,5.28,0,0,0,0
2007,Chad Upshaw,TE,77,252,4.9,4.58,33.5,108,16
2007,Elliot Vallejo,OT,79,327,5.38,5.14,26,94,24
2007,Jonathan Wade,CB,70,195,4.36,4.4,40.5,126,0
2007,Darius Walker,RB,70,206,4.55,4.39,40.5,123,19
2007,Mike Walker,WR,74,209,4.35,4.39,36.5,121,18
2007,Justin Warren,ILB,75,245,4.85,0,29.5,115,16
2007,Anthony Waters,ILB,75,245,4.59,0,0,0,25
2007,Eric Weddle,SS,71,203,4.48,4.12,33.5,113,11
2007,John Wendling,FS,73,222,4.48,4.16,38.5,129,22
2007,Marvin White,FS,73,199,4.54,0,33.5,0,17
2007,Chandler Williams,WR,71,184,4.42,4.29,32.5,123,0
2007,Chaz Williams,CB,71,196,4.68,0,32.5,108,0
2007,Paul Williams,WR,73,205,4.45,4.24,38.5,125,0
2007,Patrick Willis,ILB,73,242,4.51,4.46,39,119,22
2007,C.J. Wilson,CB,73,195,4.62,4.2,37.5,127,0
2007,Josh Wilson,CB,69,189,4.39,4.43,36.5,120,0
2007,Julius Wilson,OT,77,327,5.43,5,27,103,0
2007,Garrett Wolfe,RB,68,186,4.4,4.08,35.5,0,0
2007,DJuan Woods,WR,73,208,4.58,4.34,36.5,120,0
2007,Abraham Wright,DE,74,242,4.9,4.46,31,111,24
2007,Dwayne Wright,RB,73,228,4.66,4.43,34,115,14
2007,Eric Wright,CB,71,192,4.36,4.23,36.5,123,16
2007,Mansfield Wrotto,OG,75,317,5.4,4.92,0,92,27
2007,DeShawn Wynn,RB,71,232,4.47,0,31.5,115,0
2007,Jared Zabransky,QB,74,219,4.56,4.08,35.5,111,0
2006,Darrell Adams,DE,77,277,5,4.79,27,109,22
2006,Titus Adams,DT,76,306,5.07,4.55,30.5,103,15
2006,Jahmile Addae,FS,70,214,4.7,0,38.5,122,0
2006,Joseph Addai,RB,71,214,4.4,4.48,38.5,125,18
2006,Victor Adeyanju,DE,76,274,4.86,4.41,32,112,22
2006,Jason Allen,FS,73,209,4.39,3.83,39.5,131,17
2006,Jon Alston,OLB,73,223,4.5,4.13,40,132,30
2006,David Anderson,WR,71,192,4.57,4.21,34,116,0
2006,James Anderson,OLB,75,229,4.59,4.08,41,121,0
2006,Mark Anderson,DE,76,254,4.62,4.24,42,127,20
2006,SirHenry Anderson,DT,76,306,5.19,4.58,28.5,100,27
2006,Willie Andrews,SS,70,193,4.43,4.31,36.5,124,7
2006,Devin Aromashodu,WR,75,201,4.35,4.17,39,120,0
2006,Miles Austin,WR,74,215,4.47,4.14,40.5,123,0
2006,Brett Basanez,QB,73,220,4.76,4.23,34,114,0
2006,Hank Baskett,WR,75,224,4.5,4.22,35,119,0
2006,Mike Bell,RB,73,221,4.6,4.24,31.5,112,19
2006,Charles Bennett,DE,76,258,4.7,4.53,33.5,115,19
2006,Matt Bernstein,FB,73,260,4.91,4.52,29.5,110,22
2006,Antoine Bethea,FS,71,203,4.39,4.13,36.5,0,19
2006,Damarius Bilbo,WR,74,214,4.7,4.21,36.5,115,0
2006,Darnell Bing,SS,74,227,4.52,4.07,34,0,17
2006,Will Blackmon,CB,73,198,4.47,4.24,41,133,0
2006,Jeremy Bloom,WR,69,173,4.49,0,0,0,0
2006,Greg Blue,FS,74,216,4.57,0,37.5,120,16
2006,Kevin Boothe,OT,77,316,5.41,5.07,31.5,98,23
2006,Jovon Bouknight,WR,74,195,4.71,4.05,34,120,0
2006,McKinley Boykin,DT,73,289,5.01,4.78,30.5,109,30
2006,Trent Bray,ILB,73,231,4.9,4.42,32,109,18
2006,Darrell Brooks,FS,73,198,4.61,4.38,36.5,125,7
2006,Manaia Brown,DT,75,301,5.1,4.49,34.5,111,21
2006,Copeland Bryan,DE,76,253,4.9,4.31,33,117,16
2006,Daniel Bullocks,SS,73,212,4.38,4.18,38,124,18
2006,Brodrick Bunkley,DT,75,306,5.01,0,32.5,113,44
2006,Rashad Butler,OT,77,293,5.32,4.55,28,0,16
2006,Brian Calhoun,RB,69,201,4.57,4.24,31.5,124,18
2006,Jason Carter,WR,73,211,4.6,4.22,33,116,0
2006,Chris Chester,OC,76,303,4.83,4.51,31.5,106,27
2006,Jeromey Clary,OT,78,309,5.28,4.66,26,102,24
2006,Kellen Clemens,QB,74,224,4.89,0,0,0,0
2006,Barry Cofield,DT,76,304,4.95,4.35,34,105,35
2006,Daryn Colledge,OT,77,299,5.05,4.6,32.5,110,21
2006,Marques Colston,WR,77,224,4.5,4.44,37,123,0
2006,Ryan Cook,OT,79,328,5.47,4.67,26.5,97,28
2006,Antonio Cromartie,CB,74,208,4.47,0,38,132,18
2006,Brodie Croyle,QB,75,205,4.88,4.26,30.5,104,0
2006,Jay Cutler,QB,75,226,4.77,4.31,0,0,0
2006,Owen Daniels,TE,76,253,4.65,4.11,34.5,114,23
2006,P.J. Daniels,RB,70,214,4.64,4.4,33,116,21
2006,Charles Davis,TE,78,263,4.87,4.37,31.5,108,27
